date,platform,campaign_id,campaign_name,ad_group_id,ad_group_name,impressions,clicks,spend,conversions,conversion_value,video_views,reach,frequency,engagement_rate,likes,shares,comments,video_watch_25,video_watch_50,video_watch_75,video_watch_100,ctr,avg_cpc,quality_score,search_impression_share
2024-01-02,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13678,623,234.5,38,,1456.0,10234.0,1.34,0.0455,,,,,,,,0.045547594677584444,0.37640449438202245,,
2024-01-02,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,36789,1345,201.3,25,,4890.0,30123.0,1.22,0.0366,,,,,,,,0.03655984125689744,0.14966542750929368,,
2024-01-02,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24567,1289,245.6,48,2400.0,,,,,,,,,,,,0.0525,0.19,9.0,0.91
2024-01-02,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,43234,823,534.2,21,1050.0,,,,,,,,,,,,0.019,0.65,7.0,0.44
2024-01-02,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,71234,2456,445.8,71,3550.0,,,,,,,,,,,,0.0345,0.18,8.0,0.68
2024-01-02,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,245678,3678,478.9,36,,207345.0,,,,9234.0,2456.0,589.0,163456.0,102345.0,70234.0,47234.0,0.014970815457631534,0.13020663404023924,,
2024-01-02,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,134567,2567,712.3,71,,95678.0,,,,4789.0,1345.0,245.0,71234.0,48234.0,36234.0,24567.0,0.019075999316325698,0.2774834437086093,,
2024-01-02,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,198345,3012,361.2,25,,152345.0,,,,7123.0,1967.0,478.0,117234.0,93234.0,59234.0,36234.0,0.015185661347651818,0.1199203187250996,,
2024-01-03,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,48234,967,134.8,14,,8901.0,40123.0,1.2,0.0201,,,,,,,,0.0200480988514326,0.1394002068252327,,
2024-01-03,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,11234,489,198.7,31,,1123.0,8901.0,1.26,0.0435,,,,,,,,0.043528573971871105,0.4063394683026585,,
2024-01-03,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,38901,1456,213.4,28,,5234.0,31456.0,1.24,0.0375,,,,,,,,0.03742834374437675,0.14656593406593407,,
2024-01-03,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22345,1123,213.4,42,2100.0,,,,,,,,,,,,0.0503,0.19,9.0,0.93
2024-01-03,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47890,967,623.5,25,1250.0,,,,,,,,,,,,0.0202,0.64,6.0,0.43
2024-01-03,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,123456,456,123.4,12,600.0,,,,,,,,,,,,0.0037,0.27,7.0,0.35
2024-01-03,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,223456,3234,434.5,32,,189234.0,,,,8567.0,2234.0,534.0,148234.0,93234.0,63456.0,43234.0,0.014472647859086352,0.13435374149659865,,
2024-01-03,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,112345,2123,623.4,62,,82345.0,,,,4234.0,1123.0,212.0,61234.0,41234.0,31234.0,21234.0,0.018897147180559883,0.29364107395195477,,
2024-01-03,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,345678,5678,890.1,89,,289234.0,,,,15678.0,4567.0,1234.0,234567.0,189234.0,134567.0,89234.0,0.0164256909609521,0.15676294469883761,,
2024-01-04,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,51234,1023,142.3,15,,9234.0,42567.0,1.2,0.02,,,,,,,,0.01996720927509076,0.13910068426197458,,
2024-01-04,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14567,678,245.6,42,,1567.0,11234.0,1.3,0.0465,,,,,,,,0.04654355735566692,0.3622418879056047,,
2024-01-04,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,67890,234,89.5,5,,45678.0,56789.0,1.2,0.0034,,,,,,,,0.00344675209898365,0.38247863247863245,,
2024-01-04,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25678,1345,256.7,50,2500.0,,,,,,,,,,,,0.0524,0.19,9.0,0.92
2024-01-04,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,69456,2234,412.3,65,3250.0,,,,,,,,,,,,0.0322,0.18,8.0,0.66
2024-01-04,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,134567,489,134.5,14,700.0,,,,,,,,,,,,0.0036,0.28,7.0,0.36
2024-01-04,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,256789,3890,512.3,39,,217456.0,,,,9567.0,2567.0,612.0,170234.0,107234.0,72456.0,48456.0,0.01514862396753755,0.13169665809768635,,
2024-01-04,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,201234,3123,374.5,26,,157890.0,,,,7345.0,2034.0,489.0,121234.0,96234.0,61234.0,37456.0,0.01551924625063359,0.11991674671789945,,
2024-01-04,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,367890,6012,923.4,94,,301234.0,,,,16234.0,4789.0,1289.0,245678.0,196789.0,140234.0,93456.0,0.01634184131126152,0.1535928143712575,,
2024-01-05,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,46789,934,131.2,13,,8567.0,39234.0,1.19,0.02,,,,,,,,0.019961956870204536,0.14047109207708777,,
2024-01-05,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,12890,567,220.3,36,,1345.0,10123.0,1.27,0.044,,,,,,,,0.04398758727695888,0.38853615520282186,,
2024-01-05,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,71234,256,94.8,6,,48901.0,59234.0,1.2,0.0036,,,,,,,,0.0035937894825504675,0.3703125,,
2024-01-05,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23890,1234,234.9,46,2300.0,,,,,,,,,,,,0.0517,0.19,9.0,0.91
2024-01-05,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,46234,912,589.3,24,1200.0,,,,,,,,,,,,0.0197,0.65,7.0,0.45
2024-01-05,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,128901,467,128.9,13,650.0,,,,,,,,,,,,0.0036,0.28,7.0,0.34
2024-01-05,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,234234,3467,460.2,35,,199234.0,,,,8945.0,2367.0,578.0,156789.0,98789.0,67789.0,45456.0,0.014801437878360956,0.13273723680415345,,
2024-01-05,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,128901,2456,689.5,68,,91234.0,,,,4678.0,1267.0,237.0,68234.0,45789.0,34567.0,23678.0,0.019053382052893305,0.28074104234527686,,
2024-01-05,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,356789,5834,901.2,91,,293456.0,,,,15890.0,4634.0,1256.0,239234.0,191234.0,136234.0,90234.0,0.016351400968079174,0.15447377442577992,,
2024-01-06,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,44567,878,125.6,11,,8123.0,37456.0,1.19,0.0197,,,,,,,,0.019700675387618643,0.1430523917995444,,
2024-01-06,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,35678,1289,195.6,24,,4678.0,29345.0,1.22,0.0361,,,,,,,,0.03612870676607433,0.1517455391776571,,
2024-01-06,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,69456,245,91.2,5,,47234.0,57890.0,1.2,0.0035,,,,,,,,0.0035274130384703984,0.3722448979591837,,
2024-01-06,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24234,1267,241.2,47,2350.0,,,,,,,,,,,,0.0523,0.19,9.0,0.92
2024-01-06,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,72345,2378,432.9,69,3450.0,,,,,,,,,,,,0.0329,0.18,8.0,0.67
2024-01-06,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,131234,478,132.4,13,650.0,,,,,,,,,,,,0.0036,0.28,7.0,0.35
2024-01-06,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,267890,3945,523.4,40,,221234.0,,,,9789.0,2634.0,623.0,173456.0,109234.0,73567.0,49234.0,0.014726193586920004,0.1326742712294043,,
2024-01-06,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,205678,3234,387.8,27,,162345.0,,,,7567.0,2089.0,501.0,124567.0,98901.0,63234.0,38234.0,0.015723606802866618,0.11991341991341992,,
2024-01-06,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,378901,6123,945.6,96,,312345.0,,,,16567.0,4823.0,1312.0,251234.0,201234.0,143456.0,95234.0,0.016159894009253075,0.15443410093091622,,
2024-01-07,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,49876,1067,145.9,16,,9567.0,41234.0,1.21,0.0214,,,,,,,,0.021393054775844092,0.13673851921274602,,
2024-01-07,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13456,623,237.8,40,,1456.0,10567.0,1.27,0.0463,,,,,,,,0.04629904875148633,0.38170144462279293,,
2024-01-07,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,37234,1367,207.9,27,,5012.0,30678.0,1.21,0.0367,,,,,,,,0.03671375624429285,0.15208485735186542,,
2024-01-07,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26789,1456,278.9,54,2700.0,,,,,,,,,,,,0.0544,0.19,9.0,0.93
2024-01-07,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,44567,878,567.2,22,1100.0,,,,,,,,,,,,0.0197,0.65,6.0,0.44
2024-01-07,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,70234,2289,419.5,66,3300.0,,,,,,,,,,,,0.0326,0.18,8.0,0.66
2024-01-07,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,278901,4123,545.6,42,,229234.0,,,,10123.0,2712.0,645.0,179234.0,112234.0,75678.0,50234.0,0.014783023366714354,0.1323308270676692,,
2024-01-07,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,138901,2678,734.5,73,,97890.0,,,,4901.0,1356.0,256.0,72345.0,48901.0,36789.0,24890.0,0.01927991879108142,0.27427184466019416,,
2024-01-07,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,212345,3345,401.1,28,,167890.0,,,,7789.0,2145.0,512.0,128234.0,101234.0,65234.0,39456.0,0.01575266665096894,0.1199103139013453,,
2024-01-08,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,47234,945,135.4,14,,8789.0,39567.0,1.19,0.02,,,,,,,,0.02000677478087818,0.14328042328042329,,
2024-01-08,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,12123,534,212.4,35,,1234.0,9567.0,1.27,0.0441,,,,,,,,0.04404850284583024,0.39775280898876403,,
2024-01-08,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,73456,267,98.3,7,,50123.0,60234.0,1.22,0.0036,,,,,,,,0.0036348290132868655,0.36816479400749064,,
2024-01-08,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22567,1134,216.8,43,2150.0,,,,,,,,,,,,0.0503,0.19,9.0,0.91
2024-01-08,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,48234,989,634.7,26,1300.0,,,,,,,,,,,,0.0205,0.64,7.0,0.46
2024-01-08,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,125678,445,121.3,11,550.0,,,,,,,,,,,,0.0035,0.27,7.0,0.34
2024-01-08,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,245234,3578,474.3,37,,203456.0,,,,8978.0,2389.0,590.0,158901.0,99567.0,68234.0,45789.0,0.01459014655390362,0.1325600894354388,,
2024-01-08,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,119234,2234,645.6,64,,85678.0,,,,4345.0,1189.0,223.0,63456.0,42345.0,32234.0,22234.0,0.018736266501165773,0.2889883616830797,,
2024-01-08,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,389012,6234,967.8,98,,321234.0,,,,16901.0,4912.0,1345.0,258901.0,207890.0,147234.0,97456.0,0.016025212589842987,0.15524542829643886,,
2024-01-09,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,50123,1012,141.7,15,,9345.0,41890.0,1.2,0.0202,,,,,,,,0.020190331783811823,0.1400197628458498,,
2024-01-09,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,36456,1312,199.8,26,,4823.0,30234.0,1.21,0.036,,,,,,,,0.03598858898398069,0.15228658536585366,,
2024-01-09,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,70123,253,93.6,6,,48234.0,58456.0,1.2,0.0036,,,,,,,,0.003607946037676654,0.36996047430830037,,
2024-01-09,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25234,1312,250.3,49,2450.0,,,,,,,,,,,,0.052,0.19,9.0,0.92
2024-01-09,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,73456,2423,441.8,70,3500.0,,,,,,,,,,,,0.033,0.18,8.0,0.68
2024-01-09,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,129345,456,125.6,12,600.0,,,,,,,,,,,,0.0035,0.28,7.0,0.35
2024-01-09,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,289012,4234,556.7,43,,234567.0,,,,10345.0,2789.0,656.0,182345.0,114567.0,77234.0,51234.0,0.014649910730350296,0.13148323098724612,,
2024-01-09,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,218901,3456,414.4,29,,173456.0,,,,8012.0,2201.0,523.0,131567.0,103567.0,67234.0,40567.0,0.015787958940342895,0.11990740740740741,,
2024-01-09,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,401234,6456,989.9,101,,332345.0,,,,17234.0,5012.0,1378.0,267890.0,214567.0,151234.0,99567.0,0.01609036123558821,0.15333023543990087,,
2024-01-10,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,48567,978,137.8,14,,8945.0,40456.0,1.2,0.0201,,,,,,,,0.02013713015010192,0.1408997955010225,,
2024-01-10,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13789,645,241.2,41,,1489.0,10789.0,1.28,0.0468,,,,,,,,0.04677641598375517,0.373953488372093,,
2024-01-10,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,38456,1423,217.5,29,,5123.0,31234.0,1.23,0.037,,,,,,,,0.03700332847930102,0.1528460997891778,,
2024-01-10,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24678,1289,245.9,48,2400.0,,,,,,,,,,,,0.0522,0.19,9.0,0.91
2024-01-10,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45234,901,578.9,23,1150.0,,,,,,,,,,,,0.0199,0.64,7.0,0.45
2024-01-10,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,68901,2267,414.2,64,3200.0,,,,,,,,,,,,0.0329,0.18,8.0,0.67
2024-01-10,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,256234,3701,490.5,38,,209234.0,,,,9123.0,2423.0,601.0,163567.0,102567.0,69567.0,46567.0,0.014443828687840022,0.1325317481761686,,
2024-01-10,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,145678,2789,756.7,76,,101234.0,,,,5012.0,1423.0,267.0,74567.0,50234.0,37890.0,25234.0,0.0191449635497467,0.27131588382932953,,
2024-01-10,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,223456,3567,427.7,30,,178901.0,,,,8234.0,2267.0,534.0,135234.0,106789.0,69234.0,41789.0,0.015962874122869827,0.11990468180543874,,
2024-01-11,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,52123,1089,148.6,17,,9567.0,43234.0,1.21,0.0209,,,,,,,,0.020892887976517085,0.136455463728191,,
2024-01-11,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14567,723,256.4,44,,1612.0,11456.0,1.27,0.0496,,,,,,,,0.04963273151644127,0.35463347164591974,,
2024-01-11,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,39789,1534,225.8,31,,5456.0,32567.0,1.22,0.0386,,,,,,,,0.03855336902158888,0.14719687092568448,,
2024-01-11,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,76234,278,101.5,8,,52345.0,62456.0,1.22,0.0037,,,,,,,,0.003646666841566755,0.36510791366906475,,
2024-01-11,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26234,1378,263.4,52,2600.0,,,,,,,,,,,,0.0525,0.19,9.0,0.92
2024-01-11,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47890,934,612.5,26,1300.0,,,,,,,,,,,,0.0195,0.66,7.0,0.46
2024-01-11,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,71234,2456,445.8,71,3550.0,,,,,,,,,,,,0.0345,0.18,8.0,0.68
2024-01-11,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,136789,512,142.3,15,750.0,,,,,,,,,,,,0.0037,0.28,7.0,0.36
2024-01-11,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,278901,4123,523.6,42,,234567.0,,,,10345.0,2789.0,656.0,182345.0,114567.0,77234.0,51234.0,0.014783023366714354,0.1269949066213922,,
2024-01-11,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,156789,3012,812.3,82,,109876.0,,,,5456.0,1567.0,289.0,81234.0,54678.0,41234.0,27567.0,0.019210531351051413,0.2696879150066401,,
2024-01-11,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,234567,3789,456.8,33,,189234.0,,,,8789.0,2434.0,567.0,143567.0,113456.0,73456.0,44567.0,0.01615316732532709,0.12055951438374242,,
2024-01-11,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,412345,6789,1023.4,103,,345678.0,,,,18234.0,5234.0,1456.0,278901.0,223456.0,159234.0,105678.0,0.01646436842934921,0.15074385034614818,,
2024-01-12,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,49234,1012,140.3,15,,9123.0,41567.0,1.18,0.0206,,,,,,,,0.02055490108461632,0.13863636363636364,,
2024-01-12,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13456,634,239.7,39,,1378.0,10567.0,1.27,0.0471,,,,,,,,0.04711652794292509,0.3780757097791798,,
2024-01-12,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,37890,1398,212.4,28,,5012.0,30890.0,1.23,0.0369,,,,,,,,0.03689627870150435,0.151931330472103,,
2024-01-12,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,72890,261,96.8,7,,49567.0,59123.0,1.23,0.0036,,,,,,,,0.003580738098504596,0.3708812260536398,,
2024-01-12,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25123,1312,250.4,49,2450.0,,,,,,,,,,,,0.0522,0.19,9.0,0.91
2024-01-12,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,46567,912,596.7,24,1200.0,,,,,,,,,,,,0.0196,0.65,7.0,0.45
2024-01-12,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,69890,2334,428.9,66,3300.0,,,,,,,,,,,,0.0334,0.18,8.0,0.67
2024-01-12,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,133456,489,131.2,14,700.0,,,,,,,,,,,,0.0037,0.27,7.0,0.35
2024-01-12,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,267890,3945,501.2,40,,221234.0,,,,9789.0,2634.0,623.0,173456.0,109234.0,73567.0,49234.0,0.014726193586920004,0.1270468948035488,,
2024-01-12,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,148901,2834,767.5,77,,103456.0,,,,5123.0,1456.0,278.0,76234.0,51234.0,38567.0,25789.0,0.01903278016937428,0.270818630910374,,
2024-01-12,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,228901,3634,441.9,31,,182345.0,,,,8456.0,2301.0,545.0,137890.0,108901.0,70567.0,42789.0,0.015875858995810416,0.12160154100165106,,
2024-01-12,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,398567,6534,998.7,98,,332345.0,,,,17756.0,5012.0,1389.0,267890.0,214567.0,151234.0,99567.0,0.016393730539658327,0.15284664830119377,,
2024-01-13,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,42345,856,121.5,12,,7890.0,35678.0,1.19,0.0202,,,,,,,,0.020214901405124573,0.1419392523364486,,
2024-01-13,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,11234,523,198.6,32,,1123.0,8901.0,1.27,0.0466,,,,,,,,0.04655510058750222,0.3797323135755258,,
2024-01-13,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,33456,1203,185.3,23,,4234.0,27890.0,1.2,0.036,,,,,,,,0.03595767575322812,0.15403158769742312,,
2024-01-13,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,64567,238,83.4,5,,43234.0,52890.0,1.22,0.0037,,,,,,,,0.003686093515263215,0.3504201680672269,,
2024-01-13,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22456,1156,220.4,43,2150.0,,,,,,,,,,,,0.0515,0.19,9.0,0.9
2024-01-13,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,41234,823,528.9,21,1050.0,,,,,,,,,,,,0.02,0.64,6.0,0.43
2024-01-13,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,63456,2089,382.6,60,3000.0,,,,,,,,,,,,0.0329,0.18,8.0,0.65
2024-01-13,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,119234,434,116.8,12,600.0,,,,,,,,,,,,0.0036,0.27,7.0,0.33
2024-01-13,tiktok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,234567,3456,456.7,34,,198234.0,,,,8923.0,2345.0,567.0,156234.0,98234.0,67234.0,45234.0,0.014733530291984806,0.13214699074074074,,
2024-01-13,tiktok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,134567,2567,712.3,71,,95678.0,,,,4789.0,1345.0,245.0,71234.0,48234.0,36234.0,24567.0,0.019075999316325698,0.2774834437086093,,
2024-01-13,tiktok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,201234,3123,374.5,26,,157890.0,,,,7345.0,2034.0,489.0,121234.0,96234.0,61234.0,37456.0,0.01551924625063359,0.11991674671789945,,
2024-01-13,tiktok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,367890,6012,923.4,94,,301234.0,,,,16234.0,4789.0,1289.0,245678.0,196789.0,140234.0,93456.0,0.01634184131126152,0.1535928143712575,,
2024-01-14,facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,40123,798,114.7,11,,7345.0,33456.0,1.2,0.0199,,,,,,,,0.019888841811429855,0.143734335839599,,
2024-01-14,facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,10567,489,185.9,29,,998.0,8234.0,1.28,0.0463,,,,,,,,0.04627614270843191,0.3801635991820041,,
2024-01-14,facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,31234,1123,173.8,21,,3890.0,26123.0,1.2,0.036,,,,,,,,0.035954408657232505,0.15476402493321462,,
2024-01-14,facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,61234,223,78.9,4,,40567.0,50123.0,1.22,0.0036,,,,,,,,0.003641767645425744,0.35381165919282515,,
2024-01-14,google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,21234,1089,207.8,41,2050.0,,,,,,,,,,,,0.0513,0.19,9.0,0.89
2024-01-14,google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,39567,789,507.4,19,950.0,,,,,,,,,,,,0.0199,0.64,6.0,0.42
2024-01-14,google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,61890,2012,369.3,58,2900.0,,,,,,,,,,,,0.0325,0.18,8.0,0.64
2024-01-14,google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,115678,412,113.4,11,550.0,,,,,,,,,,,,0.0036,0.28,7.0,0.32
